article_id,category
4351,COVID
4352,COVID
4353,COVID
4354,COVID
4355,COVID
4356,COVID
4357,COVID
4358,COVID
4359,COVID
4360,COVID
4361,COVID
4362,COVID
4363,COVID
4364,FIVE_G
4365,COVID
4366,COVID
4367,COVID
4368,COVID
4369,COVID
4370,COVID
4371,COVID
4372,COVID
4373,COVID
4374,COVID
4375,COVID
4376,COVID
4377,COVID
4378,COVID
4379,COVID
4380,COVID
4381,COVID
4382,COVID
4383,COVID
4384,COVID
4385,FIVE_G
4386,COVID
4387,COVID
4388,COVID
4389,COVID
4390,COVID
4391,COVID
4392,COVID
4393,COVID
4394,COVID
4395,COVID
4396,COVID
4397,COVID
4398,COVID
4399,FIVE_G
4400,COVID
4401,COVID
4402,COVID
4403,COVID
4404,COVID
4405,COVID
4406,COVID
4407,COVID
4408,COVID
4409,COVID
4410,COVID
4411,COVID
4412,COVID
4413,COVID
4414,COVID
4415,COVID
4416,COVID
4417,COVID
4418,COVID
4419,COVID
4420,COVID
4421,COVID
4422,COVID
4423,COVID
4424,COVID
4425,COVID
4426,COVID
4427,COVID
4428,COVID
4429,COVID
4430,COVID
4431,COVID
4432,COVID
4433,FIVE_G
4434,COVID
4435,COVID
4436,COVID
4437,COVID
4438,COVID
4439,COVID
4440,COVID
4441,COVID
4442,COVID
4443,COVID
4444,COVID
4445,COVID
4446,COVID
4447,COVID
4448,COVID
4449,COVID
4450,COVID
4451,COVID
4452,COVID
4453,COVID
4454,COVID
4455,FIVE_G
4456,COVID
4457,COVID
4458,COVID
4459,COVID
4460,COVID
4461,COVID
4462,COVID
4463,COVID
4464,COVID
4465,COVID
4466,COVID
4467,COVID
4468,COVID
4469,COVID
4470,COVID
4471,COVID
4472,COVID
4473,COVID
4474,COVID
4475,COVID
4476,COVID
4477,COVID
4478,COVID
4479,COVID
4480,COVID
4481,COVID
4482,COVID
4483,COVID
4484,COVID
4485,COVID
4486,COVID
4487,COVID
4488,COVID
4489,FIVE_G
4490,COVID
4491,COVID
4492,COVID
4493,COVID
4494,COVID
4495,COVID
4496,COVID
4497,COVID
4498,COVID
4499,COVID
4500,COVID
4501,COVID
4502,COVID
4503,FIVE_G
4504,COVID
4505,COVID
4506,COVID
4507,COVID
4508,COVID
4509,COVID
4510,COVID
4511,COVID
4512,COVID
4513,COVID
4514,COVID
4515,COVID
4516,COVID
4517,COVID
4518,COVID
4519,COVID
4520,COVID
4521,COVID
4522,COVID
4523,COVID
4524,COVID
4525,COVID
4526,COVID
4527,COVID
4528,COVID
4529,COVID
4530,COVID
4531,COVID
4532,COVID
4533,COVID
4534,COVID
4535,COVID
4536,COVID
4537,FIVE_G
4538,COVID
4539,COVID
4540,COVID
4541,COVID
4542,COVID
4543,COVID
4544,COVID
4545,COVID
4546,COVID
4547,COVID
4548,COVID
4549,COVID
4550,COVID
4551,COVID
4552,COVID
4553,COVID
4554,COVID
4555,FIVE_G
4556,COVID
4557,COVID
4558,COVID
4559,COVID
4560,COVID
4561,COVID
4562,COVID
4563,COVID
4564,COVID
4565,COVID
4566,COVID
4567,COVID
4568,COVID
4569,COVID
4570,COVID
4571,FIVE_G
4572,COVID
4573,COVID
4574,COVID
4575,COVID
4576,COVID
4577,COVID
4578,COVID
4579,COVID
4580,COVID
4581,COVID
4582,COVID
4583,COVID
4584,COVID
4585,COVID
4586,COVID
4587,COVID
4588,COVID
4589,COVID
4590,COVID
4591,COVID
4592,COVID
4593,COVID
4594,COVID
4595,COVID
4596,COVID
4597,COVID
4598,COVID
4599,COVID
4600,COVID
4601,COVID
4602,COVID
4603,COVID
4604,COVID
4605,FIVE_G
4606,COVID
4607,COVID
4608,COVID
4609,COVID
4610,COVID
4611,COVID
4612,COVID
4613,COVID
4614,COVID
4615,COVID
4616,COVID
4617,COVID
4618,COVID
4619,COVID
4620,COVID
4621,COVID
4622,COVID
4623,COVID
4624,FIVE_G
4625,COVID
4626,COVID
4627,COVID
4628,COVID
4629,COVID
4630,COVID
4631,COVID
4632,COVID
4633,COVID
4634,COVID
4635,COVID
4636,COVID
4637,COVID
4638,COVID
4639,COVID
4640,COVID
4641,COVID
4642,COVID
4643,COVID
4644,COVID
4645,COVID
4646,COVID
4647,COVID
4648,COVID
4649,COVID
4650,COVID
4651,COVID
4652,COVID
4653,COVID
4654,COVID
4655,COVID
4656,COVID
4657,FIVE_G
4658,COVID
4659,COVID
4660,COVID
4661,COVID
4662,COVID
4663,COVID
4664,COVID
4665,COVID
4666,COVID
4667,COVID
4668,COVID
4669,COVID
4670,COVID
4671,COVID
4672,COVID
4673,COVID
4674,COVID
4675,COVID
4676,COVID
4677,COVID
4678,COVID
4679,COVID
4680,COVID
4681,COVID
4682,COVID
4683,COVID
4684,COVID
4685,COVID
4686,COVID
4687,COVID
4688,COVID
4689,COVID
4690,CLIMATE_CRISIS
4691,COVID
4692,COVID
4693,COVID
4694,COVID
4695,COVID
4696,COVID
4697,COVID
4698,FIVE_G
4699,COVID
4700,COVID
4701,COVID
4702,COVID
4703,COVID
4704,COVID
4705,COVID
4706,COVID
4707,COVID
4708,COVID
4709,COVID
4710,COVID
4711,COVID
4712,COVID
4713,COVID
4714,COVID
4715,COVID
4716,COVID
4717,COVID
4718,COVID
4719,COVID
4720,COVID
4721,COVID
4722,COVID
4723,COVID
4724,COVID
4725,COVID
4726,COVID
4727,COVID
4728,COVID
4729,COVID
4730,FIVE_G
4731,COVID
4732,COVID
4733,COVID
4734,COVID
4735,COVID
4736,COVID
4737,COVID
4738,COVID
4739,COVID
4740,COVID
4741,COVID
4742,COVID
4743,COVID
4744,COVID
4745,COVID
4746,COVID
4747,COVID
4748,COVID
4749,COVID
4750,COVID
4751,COVID
4752,COVID
4753,COVID
4754,COVID
4755,COVID
4756,COVID
4757,COVID
4758,COVID
4759,COVID
4760,COVID
4761,COVID
4762,COVID
4763,COVID
4764,COVID
4765,COVID
4766,FIVE_G
4767,COVID
4768,COVID
4769,COVID
4770,COVID
4771,COVID
4772,COVID
4773,COVID
4774,COVID
4775,COVID
4776,COVID
4777,COVID
4778,COVID
4779,COVID
4780,COVID
4781,COVID
4782,COVID
4783,COVID
4784,COVID
4785,COVID
4786,COVID
4787,COVID
4788,COVID
4789,COVID
4790,COVID
4791,COVID
4792,COVID
4793,COVID
4794,COVID
4795,COVID
4796,COVID
4797,COVID
4798,COVID
4799,COVID
4800,COVID
4801,COVID
4802,COVID
4803,COVID
4804,COVID
4805,COVID
4806,COVID
4807,COVID
4808,COVID
4809,COVID
4810,COVID
4811,COVID
4812,COVID
4813,COVID
4814,COVID
4815,COVID
4816,COVID
4817,COVID
4818,COVID
4819,COVID
4820,COVID
4821,COVID
4822,COVID
4823,COVID
4824,COVID
4825,COVID
4826,COVID
4827,COVID
4828,COVID
4829,COVID
4830,COVID
4831,COVID
4832,COVID
4833,COVID
4834,COVID
4835,COVID
4836,COVID
4837,COVID
4838,COVID
4839,COVID
4840,COVID
4841,COVID
4842,COVID
4843,COVID
4844,COVID
4845,COVID
4846,COVID
4847,COVID
4848,COVID
4849,COVID
4850,COVID
4851,COVID
4852,COVID
4853,COVID
4854,COVID
4855,COVID
4856,COVID
4857,COVID
4858,COVID
4859,COVID
4860,COVID
4861,COVID
4862,COVID
4863,COVID
4864,COVID
4865,COVID
4866,COVID
4867,COVID
4868,COVID
4869,COVID
4870,COVID
4871,COVID
4872,COVID
4873,COVID
4874,COVID
4875,COVID
4876,COVID
4877,COVID
4878,COVID
4879,COVID
4880,COVID
4881,COVID
4882,COVID
4883,COVID
4884,COVID
4885,COVID
4886,COVID
4887,COVID
4888,COVID
4889,COVID
4890,COVID
4891,COVID
4892,COVID
4893,COVID
4894,COVID
4895,COVID
4896,COVID
4897,COVID
4898,COVID
4899,COVID
4900,COVID
4901,COVID
4902,COVID
4903,COVID
4904,COVID
4905,COVID
4906,COVID
4907,COVID
4908,COVID
4909,COVID
4910,COVID
4911,COVID
4912,COVID
4913,COVID
4914,COVID
4915,COVID
4916,COVID
4917,COVID
4918,COVID
4919,COVID
4920,COVID
4921,COVID
4922,COVID
4923,COVID
4924,COVID
4925,COVID
4926,COVID
4927,COVID
4928,COVID
4929,COVID
4930,COVID
4931,COVID
4932,COVID
4933,COVID
4934,COVID
4935,COVID
4936,COVID
4937,COVID
4938,COVID
4939,COVID
4940,COVID
4941,COVID
4942,COVID
4943,COVID
4944,COVID
4945,COVID
4946,COVID
4947,COVID
4948,COVID
4949,COVID
4950,COVID
4951,COVID
4952,COVID
4953,COVID
4954,COVID
4955,COVID
4956,COVID
4957,COVID
4958,COVID
4959,COVID
4960,COVID
4961,COVID
4962,COVID
4963,COVID
4964,COVID
4965,COVID
4966,COVID
4967,COVID
4968,COVID
4969,COVID
4970,COVID
4971,COVID
4972,COVID
4973,COVID
4974,COVID
4975,COVID
4976,COVID
4977,COVID
4978,COVID
4979,COVID
4980,COVID
4981,COVID
4982,COVID
4983,COVID
4984,COVID
4985,COVID
4986,COVID
4987,COVID
4988,COVID
4989,COVID
4990,COVID
4991,COVID
4992,COVID
4993,COVID
4994,COVID
4995,COVID
4996,COVID
4997,COVID
4998,COVID
4999,COVID
5000,COVID
5001,COVID
5002,COVID
5003,COVID
5004,COVID
5005,COVID
5006,COVID
5007,COVID
5008,COVID
5009,COVID
5010,COVID
5011,COVID
5012,COVID
5013,COVID
5014,COVID
5015,COVID
5016,COVID
5017,COVID
5018,COVID
5019,COVID
5020,COVID
5021,COVID
5022,COVID
5023,COVID
5024,COVID
5025,COVID
5026,COVID
5027,COVID
5028,COVID
5029,COVID
5030,COVID
5031,COVID
5032,COVID
5033,COVID
5034,COVID
5035,COVID
5036,COVID
5037,COVID
5038,COVID
5039,COVID
5040,COVID
5041,COVID
5042,COVID
5043,COVID
5044,COVID
5045,COVID
5046,COVID
5047,COVID
5048,COVID
5049,COVID
5050,COVID
5051,COVID
5052,COVID
5053,COVID
5054,COVID
5055,COVID
5056,COVID
5057,COVID
5058,COVID
5059,COVID
5060,COVID
5061,COVID
5062,COVID
5063,COVID
5064,COVID
5065,COVID
5066,COVID
5067,COVID
5068,COVID
5069,COVID
5070,COVID
5071,COVID
5072,COVID
5073,COVID
5074,COVID
5075,COVID
5076,COVID
5077,COVID
5078,COVID
5079,COVID
5080,COVID
5081,COVID
5082,COVID
5083,COVID
5084,COVID
5085,COVID
5086,COVID
5087,COVID
5088,COVID
5089,COVID
5090,COVID
5091,COVID
5092,COVID
5093,COVID
5094,COVID
5095,COVID
5096,COVID
5097,COVID
5098,COVID
5099,COVID
5100,COVID
5101,COVID
5102,COVID
5103,COVID
5104,COVID
5105,COVID
5106,COVID
5107,COVID
5108,COVID
5109,COVID
5110,COVID
5111,COVID
5112,COVID
5113,COVID
5114,COVID
5115,COVID
5116,COVID
5117,COVID
5118,COVID
5119,COVID
5120,COVID
5121,COVID
5122,COVID
5123,COVID
5124,COVID
5125,COVID
5126,COVID
5127,COVID
5128,COVID
5129,COVID
5130,COVID
5131,COVID
5132,COVID
5133,COVID
5134,COVID
5135,COVID
5136,COVID
5137,COVID
5138,COVID
5139,COVID
5140,COVID
5141,COVID
5142,COVID
5143,COVID
5144,COVID
5145,COVID
5146,COVID
5147,COVID
5148,COVID
5149,COVID
5150,COVID
5151,COVID
5152,COVID
5153,COVID
5154,COVID
5155,COVID
5156,COVID
5157,COVID
5158,COVID
5159,COVID
5160,COVID
5161,COVID
5162,COVID
5163,COVID
5164,COVID
5165,COVID
5166,COVID
5167,COVID
5168,COVID
5169,COVID
5170,COVID
5171,COVID
5172,COVID
5173,COVID
5174,COVID
5175,COVID
5176,COVID
5177,COVID
5178,COVID
5179,COVID
5180,COVID
5181,COVID
5182,COVID
5183,COVID
5184,COVID
5185,COVID
5186,COVID
5187,COVID
5188,COVID
5189,COVID
5190,COVID
5191,COVID
5192,COVID
5193,COVID
5194,COVID
5195,COVID
5196,COVID
5197,COVID
5198,COVID
5199,COVID
5200,COVID
5201,COVID
5202,COVID
5203,COVID
5204,COVID
5205,COVID
5206,COVID
5207,COVID
5208,COVID
5209,COVID
5210,COVID
5211,COVID
5212,COVID
5213,COVID
5214,COVID
5215,COVID
5216,COVID
5217,COVID
5218,COVID
5219,COVID
5220,COVID
5221,COVID
5222,COVID
5223,COVID
5224,COVID
5225,COVID
5226,COVID
5227,COVID
5228,COVID
5229,COVID
5230,COVID
5231,COVID
5232,COVID
5233,COVID
5234,COVID
5235,COVID
5236,COVID
5237,COVID
5238,COVID
5239,COVID
5240,COVID
5241,COVID
5242,COVID
5243,COVID
5244,COVID
5245,COVID
5246,COVID
5247,COVID
5248,COVID
5249,COVID
5250,COVID
5251,COVID
5252,COVID
5253,COVID
5254,COVID
5255,COVID
5256,COVID
5257,COVID
5258,COVID
5259,COVID
5260,COVID
5261,COVID
5262,COVID
5263,COVID
5264,COVID
5265,COVID
5266,COVID
5267,COVID
5268,COVID
5269,COVID
5270,COVID
5271,COVID
5272,COVID
5273,COVID
5274,COVID
5275,COVID
5276,COVID
5277,COVID
5278,COVID
5279,COVID
5280,COVID
5281,COVID
5282,COVID
5283,COVID
5284,COVID
5285,COVID
5286,COVID
5287,COVID
5288,COVID
5289,COVID
5290,COVID
5291,COVID
5292,COVID
5293,COVID
5294,COVID
5295,COVID
5296,COVID
5297,COVID
5298,COVID
5299,COVID
5300,COVID
5301,COVID
5302,FIVE_G
5303,COVID
5304,COVID
5305,COVID
5306,COVID
5307,COVID
5308,COVID
5309,COVID
5310,COVID
5311,COVID
5312,COVID
5313,COVID
5314,COVID
5315,COVID
5316,COVID
5317,COVID
5318,COVID
5319,COVID
5320,COVID
5321,COVID
5322,COVID
5323,COVID
5324,COVID
5325,COVID
5326,COVID
5327,COVID
5328,COVID
5329,COVID
5330,COVID
5331,COVID
5332,COVID
5333,COVID
5334,COVID
5335,COVID
5336,COVID
5337,COVID
5338,COVID
5339,COVID
5340,COVID
5341,COVID
5342,COVID
5343,COVID
5344,COVID
5345,COVID
5346,COVID
5347,COVID
5348,COVID
5349,COVID
5350,FIVE_G
5351,COVID
5352,COVID
5353,COVID
5354,COVID
5355,COVID
5356,COVID
5357,COVID
5358,COVID
5359,COVID
5360,COVID
5361,COVID
5362,CLIMATE_CRISIS
5363,COVID
5364,COVID
5365,COVID
5366,COVID
5367,COVID
5368,COVID
5369,COVID
5370,COVID
5371,COVID
5372,COVID
5373,COVID
5374,COVID
5375,COVID
5376,COVID
5377,COVID
5378,COVID
5379,COVID
5380,COVID
5381,COVID
5382,COVID
5383,COVID
5384,COVID
5385,COVID
5386,COVID
5387,COVID
5388,COVID
5389,COVID
5390,COVID
5391,COVID
5392,COVID
5393,COVID
5394,COVID
5395,COVID
5396,COVID
5397,COVID
5398,COVID
5399,COVID
5400,COVID
5401,COVID
5402,COVID
5403,COVID
5404,COVID
5405,COVID
5406,COVID
5407,COVID
5408,COVID
5409,COVID
5410,COVID
5411,COVID
5412,COVID
5413,COVID
5414,COVID
5415,COVID
5416,COVID
5417,COVID
5418,COVID
5419,COVID
5420,COVID
5421,COVID
5422,COVID
5423,COVID
5424,COVID
5425,COVID
5426,COVID
5427,COVID
5428,COVID
5429,COVID
5430,COVID
5431,COVID
5432,COVID
5433,COVID
5434,COVID
5435,COVID
5436,COVID
5437,COVID
5438,COVID
5439,COVID
5440,COVID
5441,COVID
5442,COVID
5443,COVID
5444,COVID
5445,COVID
5446,COVID
5447,COVID
5448,COVID
5449,COVID
5450,COVID
5451,COVID
5452,COVID
5453,COVID
5454,COVID
5455,COVID
5456,COVID
5457,COVID
5458,COVID
5459,COVID
5460,COVID
5461,COVID
5462,COVID
5463,COVID
5464,COVID
5465,COVID
5466,COVID
5467,COVID
5468,COVID
5469,COVID
5470,COVID
5471,COVID
5472,COVID
5473,COVID
5474,COVID
5475,COVID
5476,COVID
5477,COVID
5478,COVID
5479,COVID
5480,COVID
5481,COVID
5482,COVID
5483,COVID
5484,COVID
5485,COVID
5486,COVID
5487,COVID
5488,COVID
5489,COVID
5490,COVID
5491,COVID
5492,COVID
5493,COVID
5494,COVID
5495,COVID
5496,COVID
5497,COVID
5498,COVID
5499,COVID
5500,COVID
5501,COVID
5502,COVID
5503,COVID
5504,COVID
5505,COVID
5506,COVID
5507,COVID
5508,COVID
5509,COVID
5510,COVID
5511,COVID
5512,COVID
5513,COVID
5514,COVID
5515,COVID
5516,COVID
5517,COVID
5518,COVID
5519,COVID
5520,COVID
5521,COVID
5522,COVID
5523,COVID
5524,COVID
5525,COVID
5526,COVID
5527,COVID
5528,COVID
5529,COVID
5530,COVID
5531,COVID
5532,COVID
5533,COVID
5534,COVID
5535,COVID
5536,COVID
5537,COVID
5538,COVID
5539,COVID
5540,COVID
5541,COVID
5542,COVID
5543,COVID
5544,COVID
5545,COVID
5546,COVID
5547,COVID
5548,COVID
5549,COVID
5550,COVID
5551,COVID
5552,COVID
5553,COVID
5554,COVID
5555,COVID
5556,COVID
5557,COVID
5558,COVID
5559,COVID
5560,COVID
5561,COVID
5562,COVID
5563,COVID
5564,COVID
5565,COVID
5566,COVID
5567,COVID
5568,COVID
5569,COVID
5570,COVID
5571,COVID
5572,COVID
5573,COVID
5574,COVID
5575,COVID
5576,COVID
5577,COVID
5578,COVID
5579,COVID
5580,COVID
5581,COVID
5582,COVID
5583,COVID
5584,COVID
5585,COVID
5586,COVID
5587,COVID
5588,COVID
5589,COVID
5590,COVID
5591,COVID
5592,COVID
5593,COVID
5594,COVID
5595,COVID
5596,COVID
5597,COVID
5598,COVID
5599,COVID
5600,COVID
5601,COVID
5602,COVID
5603,COVID
5604,COVID
5605,COVID
5606,COVID
5607,COVID
5608,COVID
5609,COVID
5610,COVID
5611,COVID
5612,COVID
5613,COVID
5614,COVID
5615,COVID
5616,COVID
5617,COVID
5618,COVID
5619,COVID
5620,COVID
5621,COVID
5622,COVID
5623,COVID
5624,COVID
5625,COVID
5626,COVID
5627,COVID
5628,COVID
5629,COVID
5630,COVID
5631,COVID
5632,COVID
5633,COVID
5634,COVID
5635,COVID
5636,COVID
5637,COVID
5638,COVID
5639,COVID
5640,COVID
5641,COVID
5642,COVID
5643,COVID
5644,COVID
5645,COVID
5646,COVID
5647,COVID
5648,COVID
5649,COVID
5650,COVID
5651,COVID
5652,COVID
5653,COVID
5654,COVID
5655,COVID
5656,COVID
5657,COVID
5658,COVID
5659,COVID
5660,COVID
5661,COVID
5662,COVID
5663,COVID
5664,COVID
5665,COVID
5666,COVID
5667,COVID
5668,COVID
5669,COVID
5670,COVID
5671,COVID
5672,COVID
5673,COVID
5674,COVID
5675,COVID
5676,COVID
5677,COVID
5678,COVID
5679,COVID
5680,COVID
5681,COVID
5682,COVID
5683,COVID
5684,COVID
5685,COVID
5686,COVID
5687,COVID
5688,COVID
5689,COVID
5690,COVID
5691,COVID
5692,COVID
5693,COVID
5694,COVID
5695,COVID
5696,COVID
5697,COVID
5698,COVID
5699,COVID
5700,COVID
5701,COVID
5702,COVID
5703,COVID
5704,COVID
5705,COVID
5706,COVID
5707,COVID
5708,COVID
5709,COVID
5710,COVID
5711,COVID
5712,COVID
5713,COVID
5714,COVID
5715,COVID
5716,COVID
5717,COVID
5718,COVID
5719,COVID
5720,COVID
5721,COVID
5722,COVID
5723,COVID
5724,COVID
5725,COVID
5726,COVID
5727,COVID
5728,COVID
5729,COVID
5730,COVID
5731,COVID
5732,COVID
5733,COVID
5734,COVID
5735,COVID
5736,COVID
5737,COVID
5738,COVID
5739,COVID
5740,COVID
5741,COVID
5742,COVID
5743,COVID
5744,COVID
5745,COVID
5746,COVID
5747,COVID
5748,COVID
5749,COVID
5750,COVID
5751,COVID
5752,COVID
5753,COVID
5754,COVID
5755,COVID
5756,COVID
5757,COVID
5758,COVID
5759,COVID
5760,COVID
5761,COVID
5762,COVID
5763,COVID
5764,COVID
5765,COVID
5766,COVID
5767,COVID
5768,COVID
5769,COVID
5770,COVID
5771,COVID
5772,COVID
5773,COVID
5774,COVID
5775,COVID
5776,COVID
5777,COVID
5778,COVID
5779,COVID
5780,COVID
5781,COVID
5782,COVID
5783,COVID
5784,COVID
5785,COVID
5786,COVID
5787,COVID
5788,COVID
5789,COVID
5790,COVID
5791,COVID
5792,COVID
5793,COVID
5794,COVID
5795,COVID
5796,COVID
5797,COVID
5798,COVID
5799,COVID
5800,COVID
5801,COVID
5802,COVID
5803,COVID
5804,COVID
5805,COVID
5806,COVID
5807,COVID
5808,COVID
5809,COVID
5810,COVID
5811,COVID
5812,COVID
5813,COVID
5814,COVID
5815,COVID
5816,COVID
5817,COVID
5818,COVID
5819,COVID
5820,COVID
5821,COVID
5822,COVID
5823,COVID
5824,COVID
5825,COVID
5826,COVID
5827,COVID
5828,COVID
5829,COVID
5830,COVID
5831,COVID
5832,COVID
5833,COVID
5834,COVID
5835,COVID
5836,COVID
5837,COVID
5838,COVID
5839,COVID
5840,COVID
5841,COVID
5842,COVID
5843,COVID
5844,COVID
5845,COVID
5846,COVID
5847,COVID
5848,COVID
5849,COVID
5850,COVID
5851,COVID
5852,COVID
5853,COVID
5854,COVID
5855,COVID
5856,COVID
5857,COVID
5858,COVID
5859,COVID
5860,COVID
5861,COVID
5862,COVID
5863,COVID
5864,COVID
5865,COVID
5866,COVID
5867,COVID
5868,COVID
5869,COVID
5870,COVID
5871,COVID
5872,COVID
5873,COVID
5874,COVID
5875,COVID
5876,COVID
5877,COVID
5878,COVID
5879,COVID
5880,COVID
5881,COVID
5882,COVID
5883,COVID
5884,COVID
5885,COVID
5886,COVID
5887,COVID
5888,COVID
5889,COVID
5890,COVID
5891,COVID
5892,COVID
5893,COVID
5894,COVID
5895,COVID
5896,COVID
5897,COVID
5898,COVID
5899,COVID
5900,COVID
5901,COVID
5902,COVID
5903,COVID
5904,COVID
5905,COVID
5906,COVID
5907,COVID
5908,COVID
5909,COVID
5910,COVID
5911,COVID
5912,COVID
5913,COVID
5914,COVID
5915,COVID
5916,COVID
5917,COVID
5918,COVID
5919,COVID
5920,COVID
5921,COVID
5922,COVID
5923,COVID
5924,COVID
5925,COVID
5926,COVID
5927,COVID
5928,COVID
5929,COVID
5930,COVID
5931,COVID
5932,COVID
5933,COVID
5934,COVID
5935,COVID
5936,COVID
5937,COVID
5938,COVID
5939,COVID
5940,COVID
5941,COVID
5942,COVID
5943,COVID
5944,COVID
5945,COVID
5946,COVID
5947,COVID
5948,COVID
5949,COVID
5950,COVID
5951,COVID
5952,COVID
5953,COVID
5954,COVID
5955,COVID
5956,COVID
5957,COVID
5958,COVID
5959,COVID
5960,COVID
5961,COVID
5962,COVID
5963,COVID
5964,COVID
5965,COVID
5966,COVID
5967,COVID
5968,COVID
5969,COVID
5970,COVID
5971,COVID
5972,COVID
5973,COVID
5974,COVID
5975,COVID
5976,COVID
5977,COVID
5978,COVID
5979,COVID
5980,COVID
5981,COVID
5982,COVID
5983,COVID
5984,COVID
5985,COVID
5986,COVID
5987,COVID
5988,COVID
5989,COVID
5990,COVID
5991,COVID
5992,COVID
5993,COVID
5994,COVID
5995,COVID
5996,COVID
5997,COVID
5998,COVID
5999,COVID
6000,COVID
6001,COVID
6002,COVID
6003,COVID
6004,COVID
6005,COVID
6006,COVID
6007,COVID
6008,COVID
6009,COVID
6010,COVID
6011,COVID
6012,COVID
6013,COVID
6014,COVID
6015,COVID
6016,COVID
6017,COVID
6018,COVID
6019,COVID
6020,COVID
6021,COVID
6022,COVID
6023,COVID
6024,COVID
6025,COVID
6026,COVID
6027,COVID
6028,COVID
6029,COVID
6030,COVID
6031,COVID
6032,COVID
6033,COVID
6034,COVID
6035,COVID
6036,COVID
6037,COVID
6038,COVID
6039,COVID
6040,COVID
6041,COVID
6042,COVID
6043,COVID
6044,COVID
6045,COVID
6046,COVID
6047,COVID
6048,COVID
6049,COVID
6050,COVID
6051,COVID
6052,COVID
6053,COVID
6054,COVID
6055,COVID
6056,COVID
6057,COVID
6058,COVID
6059,COVID
6060,COVID
6061,COVID
6062,COVID
6063,COVID
6064,COVID
6065,COVID
6066,COVID
6067,COVID
6068,COVID
6069,COVID
6070,COVID
6071,COVID
6072,COVID
6073,COVID
6074,COVID
6075,COVID
6076,COVID
6077,COVID
6078,COVID
6079,COVID
6080,COVID
6081,COVID
6082,COVID
6083,COVID
6084,COVID
6085,COVID
6086,COVID
6087,COVID
6088,COVID
6089,COVID
6090,COVID
6091,COVID
6092,COVID
6093,COVID
6094,COVID
6095,COVID
6096,COVID
6097,COVID
6098,COVID
6099,COVID
6100,COVID
6101,COVID
6102,COVID
6103,COVID
6104,COVID
6105,COVID
6106,COVID
6107,COVID
6108,COVID
6109,COVID
6110,COVID
6111,COVID
6112,COVID
6113,COVID
6114,COVID
6115,COVID
6116,COVID
6117,COVID
6118,COVID
6119,COVID
6120,COVID
6121,COVID
6122,COVID
6123,COVID
6124,COVID
6125,COVID
6126,COVID
6127,COVID
6128,COVID
6129,COVID
6130,COVID
6131,COVID
6132,COVID
6133,COVID
6134,COVID
6135,COVID
6136,COVID
6137,COVID
6138,COVID
6139,COVID
6140,COVID
6141,COVID
6142,COVID
6143,COVID
6144,COVID
6145,COVID
6146,COVID
6147,COVID
6148,COVID
6149,COVID
6150,COVID
6151,COVID
6152,COVID
6153,COVID
6154,COVID
6155,COVID
6156,COVID
6157,COVID
6158,COVID
6159,COVID
6160,COVID
6161,COVID
6162,COVID
6163,COVID
6164,COVID
6165,COVID
6166,COVID
6167,COVID
6168,COVID
6169,COVID
6170,COVID
6171,COVID
6172,COVID
6173,COVID
6174,COVID
6175,COVID
6176,COVID
6177,COVID
6178,COVID
6179,COVID
6180,COVID
6181,COVID
6182,COVID
6183,COVID
6184,COVID
6185,COVID
6186,COVID
6187,COVID
6188,COVID
6189,COVID
6190,COVID
6191,COVID
6192,COVID
6193,COVID
6194,COVID
6195,COVID
6196,COVID
6197,COVID
6198,COVID
6199,COVID
6200,COVID
6201,COVID
6202,COVID
6203,COVID
6204,COVID
6205,COVID
6206,COVID
6207,COVID
6208,COVID
6209,COVID
6210,COVID
6211,COVID
6212,COVID
6213,COVID
6214,COVID
6215,COVID
6216,COVID
6217,COVID
6218,COVID
6219,COVID
6220,COVID
6221,COVID
6222,COVID
6223,COVID
6224,COVID
6225,COVID
6226,COVID
6227,COVID
6228,COVID
6229,COVID
6230,COVID
6231,COVID
6232,COVID
6233,COVID
6234,COVID
6235,COVID
6236,COVID
6237,COVID
6238,COVID
6239,COVID
6240,COVID
6241,COVID
6242,COVID
6243,COVID
6244,COVID
6245,COVID
6246,COVID
6247,COVID
6248,COVID
6249,COVID
6250,COVID
6251,COVID
6252,COVID
6253,COVID
6254,COVID
6255,COVID
6256,COVID
6257,COVID
6258,COVID
6259,COVID
6260,COVID
6261,COVID
6262,COVID
6263,COVID
6264,COVID
6265,COVID
6266,COVID
6267,COVID
6268,COVID
6269,COVID
6270,COVID
6271,COVID
6272,COVID
6273,COVID
6274,COVID
6275,COVID
6276,COVID
6277,COVID
6278,COVID
6279,COVID
6280,COVID
6281,COVID
6282,COVID
6283,COVID
6284,COVID
6285,COVID
6286,COVID
6287,COVID
6288,COVID
6289,COVID
6290,COVID
6291,COVID
6292,COVID
6293,COVID
6294,COVID
6295,COVID
6296,COVID
6297,COVID
6298,COVID
6299,COVID
6300,COVID
6301,COVID
6302,COVID
6303,COVID
6304,COVID
6305,COVID
6306,COVID
6307,COVID
6308,COVID
6309,COVID
6310,COVID
6311,COVID
6312,COVID
6313,COVID
6314,COVID
6315,COVID
6316,COVID
6317,COVID
6318,COVID
6319,COVID
6320,COVID
6321,COVID
6322,COVID
6323,COVID
6324,COVID
6325,COVID
6326,COVID
6327,COVID
6328,COVID
6329,COVID
6330,COVID
6331,COVID
6332,COVID
6333,COVID
6334,COVID
6335,COVID
6336,COVID
6337,COVID
6338,COVID
